mass,recclass,year,reclat,reclong
4.3,H6,2008,0.000000,0.000000
1.9,LL6,2008,0.000000,0.000000
9.1,L6,2008,0.000000,0.000000
4.2,H5,2008,0.000000,0.000000
5.5,H6,2008,0.000000,0.000000
1.2,L6,2008,0.000000,0.000000
2.8,H6,2008,0.000000,0.000000
3.2,H6,2008,0.000000,0.000000
2.3,H6,2008,0.000000,0.000000
2.1,H6,2008,0.000000,0.000000
2.6,LL6,2008,0.000000,0.000000
4.9,LL6,2008,0.000000,0.000000
5.7,LL6,2008,0.000000,0.000000
6.1,L6,2008,0.000000,0.000000
2.5,L6,2008,0.000000,0.000000
83.3,H5,2008,0.000000,0.000000
80.599999999999994,H6,2008,0.000000,0.000000
79.099999999999994,L6,2008,0.000000,0.000000
34.200000000000003,LL6,2008,0.000000,0.000000
42.4,LL6,2008,0.000000,0.000000
53.2,LL6,2008,0.000000,0.000000
44.8,LL5,2008,0.000000,0.000000
59.7,LL5,2008,0.000000,0.000000
85.5,L6,2008,0.000000,0.000000
49.9,L6,2008,0.000000,0.000000
97.9,L5,2008,0.000000,0.000000
55.8,L5,2008,0.000000,0.000000
78.7,L5,2008,0.000000,0.000000
70.3,L6,2008,0.000000,0.000000
92.8,L5,2008,0.000000,0.000000
45.9,L5,2008,0.000000,0.000000
115.6,L6,2008,0.000000,0.000000
71.3,LL6,2008,0.000000,0.000000
76.5,LL5,2008,0.000000,0.000000
29.3,L6,2008,0.000000,0.000000
47.4,LL5,2008,0.000000,0.000000
37.700000000000003,LL5,2008,0.000000,0.000000
32.5,LL5,2008,0.000000,0.000000
42,H6,2008,0.000000,0.000000
42,L6,2008,0.000000,0.000000
82,LL5,2008,0.000000,0.000000
31.5,L6,2008,0.000000,0.000000
29.6,L6,2008,0.000000,0.000000
93,L5,2008,0.000000,0.000000
54.8,LL6,2008,0.000000,0.000000
49.1,LL6,2008,0.000000,0.000000
17.899999999999999,LL6,2008,0.000000,0.000000
24.9,LL5,2008,0.000000,0.000000
53.1,LL6,2008,0.000000,0.000000
31.4,LL6,2008,0.000000,0.000000
24.8,LL6,2008,0.000000,0.000000
45,LL6,2008,0.000000,0.000000
19.7,LL6,2008,0.000000,0.000000
23.3,LL6,2008,0.000000,0.000000
108.7,LL5,2008,0.000000,0.000000
128.9,LL6,2008,0.000000,0.000000
59.8,LL5,2008,0.000000,0.000000
65.900000000000006,LL5,2008,0.000000,0.000000
85.6,LL6,2008,0.000000,0.000000
60.5,H6,2008,0.000000,0.000000
147.30000000000001,LL5,2008,0.000000,0.000000
45.5,LL6,2008,0.000000,0.000000
113.1,LL6,2008,0.000000,0.000000
106.2,LL6,2008,0.000000,0.000000
29.7,L5,2008,0.000000,0.000000
12.7,L6,2008,0.000000,0.000000
14.2,H5,2008,0.000000,0.000000
20.100000000000001,L5,2008,0.000000,0.000000
36.799999999999997,L5,2008,0.000000,0.000000
12.3,L6,2008,0.000000,0.000000
25.8,L5,2008,0.000000,0.000000
18.600000000000001,L6,2008,0.000000,0.000000
57.6,LL5,2008,0.000000,0.000000
40.5,LL6,2008,0.000000,0.000000
20.399999999999999,LL5,2008,0.000000,0.000000
11.6,L6,2008,0.000000,0.000000
9.6,L6,2008,0.000000,0.000000
14.9,L6,2008,0.000000,0.000000
30.4,LL5,2008,0.000000,0.000000
19,H6,2008,0.000000,0.000000
10.7,H6,2008,0.000000,0.000000
17,LL6,2008,0.000000,0.000000
19.2,LL6,2008,0.000000,0.000000
21.3,LL6,2008,0.000000,0.000000
53.4,LL5,2008,0.000000,0.000000
122.4,L6,2008,0.000000,0.000000
133.9,LL5,2008,0.000000,0.000000
160.9,LL5,2008,0.000000,0.000000
72.599999999999994,L6,2008,0.000000,0.000000
92.5,L6,2008,0.000000,0.000000
48.7,LL5,2008,0.000000,0.000000
82.5,LL5,2008,0.000000,0.000000
148.80000000000001,LL5,2008,0.000000,0.000000
36.299999999999997,LL6,2008,0.000000,0.000000
31.3,LL6,2008,0.000000,0.000000
18.5,LL5,2008,0.000000,0.000000
14.9,LL5,2008,0.000000,0.000000
17.399999999999999,LL6,2008,0.000000,0.000000
17.899999999999999,L5,2008,0.000000,0.000000
14.5,LL5,2008,0.000000,0.000000
21.2,LL5,2008,0.000000,0.000000
11.9,L6,2008,0.000000,0.000000
14.5,H5,2008,0.000000,0.000000
9.9,L5,2008,0.000000,0.000000
21.4,LL6,2008,0.000000,0.000000
19.2,L6,2008,0.000000,0.000000
22.4,LL6,2008,0.000000,0.000000
18.3,LL6,2008,0.000000,0.000000
23,LL6,2008,0.000000,0.000000
25.2,LL6,2008,0.000000,0.000000
25.2,LL6,2008,0.000000,0.000000
12.9,LL5,2008,0.000000,0.000000
18.5,LL6,2008,0.000000,0.000000
34.5,L5,2008,0.000000,0.000000
35.700000000000003,LL6,2008,0.000000,0.000000
22.8,LL5,2008,0.000000,0.000000
21.2,L6,2008,0.000000,0.000000
38.1,H6,2008,0.000000,0.000000
15.5,L6,2008,0.000000,0.000000
28.7,L6,2008,0.000000,0.000000
16.899999999999999,LL6,2008,0.000000,0.000000
55.4,LL6,2008,0.000000,0.000000
65.8,LL6,2008,0.000000,0.000000
68.7,LL5,2008,0.000000,0.000000
68.8,LL6,2008,0.000000,0.000000
15.3,LL6,2008,0.000000,0.000000
51.2,LL6,2008,0.000000,0.000000
42.4,L6,2008,0.000000,0.000000
48.9,LL6,2008,0.000000,0.000000
37.5,LL6,2008,0.000000,0.000000
28.5,L6,2008,0.000000,0.000000
29.3,H5,2008,0.000000,0.000000
166.5,LL6,2008,0.000000,0.000000
124.9,LL6,2008,0.000000,0.000000
208.3,LL5,2008,0.000000,0.000000
102.2,LL5,2008,0.000000,0.000000
67.099999999999994,LL6,2008,0.000000,0.000000
16.2,LL6,2008,0.000000,0.000000
22,LL6,2008,0.000000,0.000000
28.4,LL6,2008,0.000000,0.000000
18.899999999999999,LL6,2008,0.000000,0.000000
22.6,H6,2008,0.000000,0.000000
31.1,LL6,2008,0.000000,0.000000
16,LL6,2008,0.000000,0.000000
1083.3,LL6,2010,0.000000,0.000000
22.9,H6,2010,0.000000,0.000000
44.2,L5,2010,0.000000,0.000000
43.8,LL5,2010,0.000000,0.000000
45.1,LL6,2010,0.000000,0.000000
58.7,LL5,2010,0.000000,0.000000
36.6,LL5,2010,0.000000,0.000000
31.6,L6,2010,0.000000,0.000000
17.600000000000001,LL5,2010,0.000000,0.000000
27.7,L5,2010,0.000000,0.000000
13.2,LL5,2010,0.000000,0.000000
23.5,LL5,2010,0.000000,0.000000
10.4,L6,2010,0.000000,0.000000
11.7,H6,2010,0.000000,0.000000
9.300000000000001,H5,2010,0.000000,0.000000
23.1,L5,2010,0.000000,0.000000
15,L5,2010,0.000000,0.000000
25.7,H5,2010,0.000000,0.000000
17.399999999999999,H5,2010,0.000000,0.000000
24,LL6,2010,0.000000,0.000000
26.7,L6,2010,0.000000,0.000000
33.1,LL6,2010,0.000000,0.000000
17.8,LL5,2010,0.000000,0.000000
12.7,L6,2010,0.000000,0.000000
15.1,LL6,2010,0.000000,0.000000
22.4,LL5,2010,0.000000,0.000000
24.7,LL6,2010,0.000000,0.000000
12,H5,2010,0.000000,0.000000
78.5,LL5,2010,0.000000,0.000000
58.6,LL5,2010,0.000000,0.000000
40.4,LL6,2010,0.000000,0.000000
44.4,LL5,2010,0.000000,0.000000
52.6,LL5,2010,0.000000,0.000000
54.9,LL5,2010,0.000000,0.000000
60.5,LL6,2010,0.000000,0.000000
36,H6,2010,0.000000,0.000000
57,LL6,2010,0.000000,0.000000
36.6,LL6,2010,0.000000,0.000000
26.5,LL5,2010,0.000000,0.000000
25.2,H6,2010,0.000000,0.000000
8.300000000000001,LL6,2010,0.000000,0.000000
16.7,H6,2010,0.000000,0.000000
39.1,LL6,2010,0.000000,0.000000
24,LL6,2010,0.000000,0.000000
21.3,L5,2010,0.000000,0.000000
23,LL6,2010,0.000000,0.000000
12.2,LL6,2010,0.000000,0.000000
24.8,H5,2010,0.000000,0.000000
12.2,H6,2010,0.000000,0.000000
17.3,LL6,2010,0.000000,0.000000
30.5,LL6,2010,0.000000,0.000000
21.7,LL6,2010,0.000000,0.000000
32.4,LL6,2010,0.000000,0.000000
30.7,LL6,2010,0.000000,0.000000
22.7,LL6,2010,0.000000,0.000000
4.4,L6,2010,0.000000,0.000000
9.199999999999999,H5,2010,0.000000,0.000000
10.7,H5,2010,0.000000,0.000000
2.5,LL6,2010,0.000000,0.000000
25.4,L5,2010,0.000000,0.000000
3.5,H6,2010,0.000000,0.000000
9.1,H6,2010,0.000000,0.000000
6.1,H6,2010,0.000000,0.000000
2.4,L6,2010,0.000000,0.000000
10.8,H6,2010,0.000000,0.000000
12.9,L6,2010,0.000000,0.000000
10.199999999999999,L6,2010,0.000000,0.000000
12.8,L6,2010,0.000000,0.000000
6.8,H6,2010,0.000000,0.000000
5.9,L5,2010,0.000000,0.000000
27.5,LL6,2010,0.000000,0.000000
24.3,L5,2010,0.000000,0.000000
22.9,L6,2010,0.000000,0.000000
24.1,L6,2010,0.000000,0.000000
12.7,LL6,2010,0.000000,0.000000
51.6,L6,2010,0.000000,0.000000
55.7,LL6,2010,0.000000,0.000000
34.299999999999997,LL6,2010,0.000000,0.000000
27,LL6,2010,0.000000,0.000000
34.299999999999997,LL6,2010,0.000000,0.000000
78.400000000000006,LL6,2010,0.000000,0.000000
52.1,LL6,2010,0.000000,0.000000
53,LL6,2010,0.000000,0.000000
73.7,LL6,2010,0.000000,0.000000
53.8,LL6,2010,0.000000,0.000000
56.8,LL6,2010,0.000000,0.000000
52.1,H5,2010,0.000000,0.000000
35.799999999999997,LL5,2010,0.000000,0.000000
46.5,LL6,2010,0.000000,0.000000
38.4,L5,2010,0.000000,0.000000
30,L6,2010,0.000000,0.000000
14.5,L5,2010,0.000000,0.000000
32.9,LL6,2010,0.000000,0.000000
30.2,LL6,2010,0.000000,0.000000
22.5,LL6,2010,0.000000,0.000000
23.9,LL6,2010,0.000000,0.000000
13.3,L6,2010,0.000000,0.000000
19.600000000000001,LL6,2010,0.000000,0.000000
9,H5,2010,0.000000,0.000000
9.9,H6,2010,0.000000,0.000000
17.899999999999999,H6,2010,0.000000,0.000000
15.2,H6,2010,0.000000,0.000000
8.5,H6,2010,0.000000,0.000000
15.4,LL5,2010,0.000000,0.000000
13,L6,2010,0.000000,0.000000
9.199999999999999,LL5,2010,0.000000,0.000000
17.100000000000001,LL5,2010,0.000000,0.000000
13.2,LL6,2010,0.000000,0.000000
13.9,LL6,2010,0.000000,0.000000
29,LL6,2010,0.000000,0.000000
22.3,H6,2010,0.000000,0.000000
30.4,LL5,2010,0.000000,0.000000
38.799999999999997,L5,2010,0.000000,0.000000
33.4,LL5,2010,0.000000,0.000000
41.6,H6,2010,0.000000,0.000000
38.200000000000003,LL6,2010,0.000000,0.000000
41.1,LL5,2010,0.000000,0.000000
25.2,LL6,2010,0.000000,0.000000
24.9,L6,2010,0.000000,0.000000
37.700000000000003,L5,2010,0.000000,0.000000
38.5,L5,2010,0.000000,0.000000
20.5,L6,2010,0.000000,0.000000
39.200000000000003,H6,2010,0.000000,0.000000
39.200000000000003,LL6,2010,0.000000,0.000000
47.5,L6,2010,0.000000,0.000000
39.299999999999997,L6,2010,0.000000,0.000000
35,L5,2010,0.000000,0.000000
34.299999999999997,L6,2010,0.000000,0.000000
28.1,L6,2010,0.000000,0.000000
27.2,L6,2010,0.000000,0.000000
31.4,H6,2010,0.000000,0.000000
26.2,H6,2010,0.000000,0.000000
16.399999999999999,LL6,2010,0.000000,0.000000
13,LL6,2010,0.000000,0.000000
30.1,LL6,2010,0.000000,0.000000
23.8,H6,2010,0.000000,0.000000
25,LL6,2010,0.000000,0.000000
27.1,LL5,2010,0.000000,0.000000
31.4,LL6,2010,0.000000,0.000000
31.8,H5,2010,0.000000,0.000000
17.3,LL6,2010,0.000000,0.000000
12.7,H5,2010,0.000000,0.000000
14.6,LL5,2010,0.000000,0.000000
28.8,LL6,2010,0.000000,0.000000
20,H6,2010,0.000000,0.000000
15.2,LL6,2010,0.000000,0.000000
17.8,LL6,2010,0.000000,0.000000
27,LL6,2010,0.000000,0.000000
15.3,LL6,2010,0.000000,0.000000
14.6,L5,2010,0.000000,0.000000
50.7,LL6,2010,0.000000,0.000000
48.8,L6,2010,0.000000,0.000000
33.9,L5,2010,0.000000,0.000000
36.1,LL6,2010,0.000000,0.000000
23.5,LL6,2010,0.000000,0.000000
27.8,LL6,2010,0.000000,0.000000
22.5,L6,2010,0.000000,0.000000
18.100000000000001,LL6,2010,0.000000,0.000000
31.6,L5,2010,0.000000,0.000000
25.9,LL6,2010,0.000000,0.000000
59.8,H5,1985,-85.333330,166.500000
126.2,H5,1985,-85.333330,166.500000
302.2,L6,1985,-85.333330,166.500000
719.7,L6,1985,-85.333330,166.500000
120.6,L4,1985,-85.333330,166.500000
31.4,LL5,1985,-85.333330,166.500000
58.8,LL5,1985,-85.333330,166.500000
189.9,H5,1985,-85.333330,166.500000
14,H6,1985,-85.333330,166.500000
76.099999999999994,L6,1985,-85.333330,166.500000
31.7,L6,1985,-85.333330,166.500000
755,L5,1998,32.295000,-109.670000
1113,L6,2002,33.979170,-101.200000
112,H5,1887,38.416670,-106.583330
6760,H5,1953,39.616670,-100.463060
3.5,L6,2000,37.726830,-114.786500
46050,H5,1956,35.900000,-101.900000
2284,H6,1980,35.925000,-101.895000
4100,L6,1940,38.850000,-96.583330
4860,H4,1975,38.470000,-102.826670
4480,H4,1969,-29.586390,122.181670
4000,H6,1983,39.766670,-99.916670
12000,L6,1955,34.283330,-101.833330
14402,H4,1981,34.283330,-101.833330
164,H6,1991,29.698890,4.058890
9000,L6,1991,29.759440,4.208610
132,H5,1991,29.537220,4.226390
538,L6,1991,29.710000,4.190280
1397,H4,1991,30.062220,4.557220
91,H5,1991,30.130280,4.483060
2886.4,H5,2002,30.019650,4.555620
720,H5,2002,29.975000,4.666670
156,H5,1998,29.366670,4.750000
14000,L6,1983,28.600000,26.400000
301.2,H5,1998,29.916670,-5.416670
286,H6,1998,29.916670,-5.416670
629,H6,1987,26.866670,-105.233330
1389,H5,1989,23.450000,-1.866670
2027,L6,1989,23.500000,-1.850000
360,H6,1989,23.550000,-1.816670
1072,L6,1989,23.666670,-1.583330
4500,H5,1989,23.666670,-1.816670
73.5,H5,1993,29.283330,30.850000
823,L6,1990,30.016670,2.983330
240000,H5,1997,23.283330,-10.816670
10,H6,2010,-24.850000,-70.533330
12,L6,2010,-24.850000,-70.533330
11,H5,2010,-24.850000,-70.533330
151,H4,2010,-24.850000,-70.533330
582,L6,2010,-24.850000,-70.533330
55,LL6,2010,-24.850000,-70.533330
31,LL6,2010,-24.850000,-70.533330
33,L6,2010,-24.850000,-70.533330
65,L6,2010,-24.850000,-70.533330
7,H4,2010,-24.850000,-70.533330
87,H6,2010,-24.850000,-70.533330
54,H6,2010,-24.850000,-70.533330
54,H4,2010,-24.850000,-70.533330
98,H4,2010,-24.850000,-70.533330
57,L6,2010,-24.850000,-70.533330
156,L6,2010,-24.850000,-70.533330
15,H4,2010,-24.850000,-70.533330
102,L6,2010,-24.850000,-70.533330
50,H6,2010,-24.850000,-70.533330
47,H6,2010,-24.850000,-70.533330
115,L6,2010,-24.850000,-70.533330
9,H5,2010,-24.850000,-70.533330
132,H6,2010,-24.850000,-70.533330
154,L6,2010,-24.850000,-70.533330
46,H5,2010,-24.850000,-70.533330
141,L5,2010,-24.850000,-70.533330
392,L5,2010,-24.850000,-70.533330
32,H6,2010,-24.850000,-70.533330
35,H5,2010,-24.850000,-70.533330
28,H6,2010,-24.850000,-70.533330
45,H5,2010,-24.850000,-70.533330
10,H6,2010,-24.850000,-70.533330
72,H5,2010,-24.850000,-70.533330
54,H5,2010,-24.850000,-70.533330
111,L6,2010,-24.850000,-70.533330
3.8,H6,2010,-24.850000,-70.533330
3.1,H5,2010,-24.850000,-70.533330
3.6,H6,2010,-24.850000,-70.533330
1.9,H5,2010,-24.850000,-70.533330
22.6,L6,2011,-24.850000,-70.533330
24.8,H4,2011,-24.850000,-70.533330
44.4,L6,2011,-24.850000,-70.533330
319,H5,2011,-24.850000,-70.533330
40.1,H4,2011,-24.850000,-70.533330
57.9,H4,2011,-24.850000,-70.533330
118,H5,2011,-24.850000,-70.533330
138,H4,2011,-24.850000,-70.533330
52,H5,2011,-24.850000,-70.533330
28.9,L6,2011,-24.850000,-70.533330
66.5,H5,2011,-24.850000,-70.533330
46.5,H5,2011,-24.850000,-70.533330
34.299999999999997,H6,2011,-24.850000,-70.533330
10.8,H6,2010,-24.850000,-70.533330
11.8,H6,2010,-24.850000,-70.533330
27,H4,2011,-24.850000,-70.533330
57,H5,2011,-24.850000,-70.533330
22,L6,2011,-24.850000,-70.533330
23,H4,2011,-24.850000,-70.533330
22,H4,2011,-24.850000,-70.533330
11.5,H5,2011,-24.850000,-70.533330
15.8,H5,2011,-24.850000,-70.533330
20.399999999999999,L6,2011,-24.850000,-70.533330
125,H4,2011,-24.850000,-70.533330
65,H6,2011,-24.850000,-70.533330
51,L6,2011,-24.850000,-70.533330
163,H5,2011,-24.850000,-70.533330
19.899999999999999,H4,2011,-24.850000,-70.533330
67,LL6,2011,-24.850000,-70.533330
42.4,H4,2011,-24.850000,-70.533330
186,L4,2011,-24.850000,-70.533330
14.1,H5,2011,-24.850000,-70.533330
72,L4,2011,-24.850000,-70.533330
1228,L6,2011,-24.850000,-70.533330
230,H5,2011,-24.850000,-70.533330
24.5,L6,2011,-24.850000,-70.533330
13.4,H4,2011,-24.850000,-70.533330
22.5,H5,2011,-24.850000,-70.533330
12.6,H5,2011,-24.850000,-70.533330
45,H5,2011,-24.850000,-70.533330
12.9,H4,2011,-24.850000,-70.533330
1258,H4,2011,-24.850000,-70.533330
13.9,H4,2011,-24.850000,-70.533330
10.1,L6,2011,-24.850000,-70.533330
296,L6,2011,-24.850000,-70.533330
18.8,L6,2011,-24.850000,-70.533330
17.8,H5,2011,-24.850000,-70.533330
289,H6,2011,-24.850000,-70.533330
35.299999999999997,L6,2011,-24.850000,-70.533330
72,LL6,2011,-24.850000,-70.533330
135,L6,2011,-24.850000,-70.533330
10.5,H5,2011,-24.850000,-70.533330
19.100000000000001,L6,2011,-24.850000,-70.533330
61,LL6,2011,-24.850000,-70.533330
27,LL5,2011,-24.850000,-70.533330
15.5,H4,2011,-24.850000,-70.533330
28.8,LL6,2011,-24.850000,-70.533330
139,H5,2011,-24.850000,-70.533330
23,H5,2011,-24.850000,-70.533330
37,L6,2011,-24.850000,-70.533330
24.4,H5,2011,-24.850000,-70.533330
84,H5,2011,-24.850000,-70.533330
46,H6,2011,-24.850000,-70.533330
52,L6,2011,-24.850000,-70.533330
161,H5,2011,-24.850000,-70.533330
23.3,H5,2010,-24.850000,-70.533330
24.2,H5,2011,-24.850000,-70.533330
333,H5,2011,-24.850000,-70.533330
22.1,H5,2011,-24.850000,-70.533330
39,H5,2011,-24.850000,-70.533330
93,L6,2011,-24.850000,-70.533330
584,H5,2011,-24.850000,-70.533330
130,H5,2011,-24.850000,-70.533330
556,L6,2011,-24.850000,-70.533330
27.8,L6,2011,-24.850000,-70.533330
43.6,L6,2011,-24.850000,-70.533330
106,H4,2011,-24.850000,-70.533330
670,H4,2011,-24.850000,-70.533330
397,LL6,2011,-24.850000,-70.533330
20.5,H5,2011,-24.850000,-70.533330
71,L6,2011,-24.850000,-70.533330
57,L5,2011,-24.850000,-70.533330
37,H5,2011,-24.850000,-70.533330
17.899999999999999,L6,2011,-24.850000,-70.533330
11.3,H5,2011,-24.850000,-70.533330
752,L6,2011,-24.850000,-70.533330
20.5,L6,2011,-24.850000,-70.533330
59,H4,2011,-24.850000,-70.533330
87,L4,2011,-24.850000,-70.533330
20.399999999999999,H5,2011,-24.850000,-70.533330
10.9,H4,2011,-24.850000,-70.533330
19.899999999999999,L6,2011,-24.850000,-70.533330
298,H5,2011,-24.850000,-70.533330
99,H5,2011,-24.850000,-70.533330
56,L6,2011,-24.850000,-70.533330
12.6,H4,2011,-24.850000,-70.533330
45,H4,2011,-24.850000,-70.533330
1047,L6,2011,-24.850000,-70.533330
517,H6,2011,-24.850000,-70.533330
161,L6,2011,-24.850000,-70.533330
620,H4,2011,-24.850000,-70.533330
38,H4,2011,-24.850000,-70.533330
12.3,L6,2011,-24.850000,-70.533330
88,H6,2011,-24.850000,-70.533330
91,H5,2011,-24.850000,-70.533330
147,L4,2011,-24.850000,-70.533330
20.399999999999999,L6,2011,-24.850000,-70.533330
282,H5,2011,-24.850000,-70.533330
53,L6,2011,-24.850000,-70.533330
42,L5,2011,-24.850000,-70.533330
163,H4,2011,-24.850000,-70.533330
6.7,L6,2011,-24.850000,-70.533330
228,L6,2011,-24.850000,-70.533330
3893,L4,2011,-24.850000,-70.533330
64,L6,2011,-24.850000,-70.533330
1.5,H5,2000,34.654330,-117.596380
13,H4,2001,34.646670,-117.581080
6.9,H6,2010,34.634320,-117.562170
271,LL6,2011,34.657830,-117.598920
30250,H5,1905,-38.683330,-61.100000
460,L5,1998,26.933330,-105.400000
4175,H5,1966,39.833330,-103.216670
4514,L6,2006,-31.669970,141.242330
1824.1,H4,1982,-76.291390,157.208330
8210,H5,1982,-76.298610,157.330830
1570.6,H5,1982,-76.183330,157.166670
624.6,L6,1982,-76.291390,157.209170
981.9,L6,1982,-76.291390,157.208610
165.3,L6,1982,-76.294170,157.322500
94.5,LL6,1982,-76.183330,157.166670
325.5,H4,1982,-76.183330,157.166670
42.1,H6,1982,-76.183330,157.166670
12.6,L4,1982,-76.319440,157.281390
31.6,L6,1982,-76.183330,157.166670
4.2,L4,1982,-76.316670,157.269440
8.4,H5,1982,-76.183330,157.166670
29.3,H6,1982,-76.183330,157.166670
2.1,H4,1982,-76.183330,157.166670
778.8,H5,1983,-76.301110,157.183330
1059.8,H6,1983,-76.295000,157.288330
545.6,H5,1983,-76.328610,157.230000
376.6,LL6,1983,-76.293060,157.180000
470.8,L6,1983,-76.328330,157.229170
461.9,L6,1983,-76.283610,157.185000
1238.3,H4,1983,-76.268890,157.172500
263,H5,1983,-76.272500,157.197220
520,L6,1983,-76.326110,157.178060
425.6,L6,1983,-76.281110,157.232220
542.70000000000005,H4,1983,-76.268610,157.161110
1397.5,L6,1983,-76.286110,157.244720
510.4,H6,1983,-76.303610,157.233890
789.9,L6,1983,-76.319440,157.191390
374.7,L6,1983,-76.320280,157.261940
191.9,L6,1983,-76.281950,157.240280
243.3,L6,1983,-76.275280,157.184170
330.9,L6,1983,-76.283890,157.200560
317,L6,1983,-76.301110,157.269170
218.6,H5,1983,-76.293330,157.273890
882.7,L6,1983,-76.297500,157.233890
382.1,L6,1983,-76.273330,157.199170
282.3,L6,1983,-76.275830,157.195550
247.8,L5,1983,-76.319440,157.254440
203.3,L6,1983,-76.271110,157.159720
282.10000000000002,L5,1983,-76.297220,157.233330
288.10000000000002,L6,1983,-76.287780,157.204440
384.1,L6,1983,-76.281390,157.273890
183.7,L6,1983,-76.318890,157.265000
44.1,L6,1983,-76.287220,157.193330
38.799999999999997,L6,1983,-76.286110,157.179170
5,H5,1983,-76.297220,157.332780
13.6,L6,1983,-76.294720,157.230550
46.7,L6,1983,-76.290830,157.312500
4.1,L6,1983,-76.321670,157.183610
54.5,L6,1983,-76.288330,157.191950
23.9,H5,1983,-76.305280,157.308890
10.199999999999999,H6,1983,-76.337220,157.114170
17.5,L6,1983,-76.287780,157.247220
54.9,L6,1983,-76.287500,157.269170
55.9,L6,1983,-76.303330,157.176950
19.5,L6,1983,-76.318060,157.196110
8.5,L5,1983,-76.326110,157.164720
2.4,H6,1983,-76.311670,157.184450
67.3,L6,1983,-76.303610,157.196670
34.5,L6,1983,-76.295280,157.238060
146.6,LL6,1983,-76.306940,157.190830
85.8,H6,1983,-76.283330,157.220280
48.9,L6,1983,-76.288890,157.240280
52.7,L5,1983,-76.319720,157.258060
71.900000000000006,H5,1983,-76.282500,157.240550
35.6,L6,1983,-76.278890,157.225000
29.1,L6,1983,-76.328060,157.201670
51,H6,1983,-76.286670,157.244170
78.900000000000006,H5,1983,-76.301390,157.278610
53.3,L6,1983,-76.297220,157.236110
3.2,H5,1983,-76.283890,157.250830
33.6,L6,1983,-76.301940,157.267780
46,H5,1983,-76.328890,157.229720
37.700000000000003,H6,1983,-76.298330,157.216670
7.8,L6,1983,-76.283610,157.232220
1.4,LL6,1983,-76.271940,157.198330
4.7,L5,1983,-76.320560,157.261390
9.300000000000001,H5,1983,-76.310560,157.198890
18.600000000000001,H5,1983,-76.296110,157.239170
82.4,L6,1983,-76.287780,157.193610
27.9,H6,1983,-76.290000,157.305830
62.9,L6,1983,-76.304720,157.192220
17.5,L6,1983,-76.307780,157.166110
8.9,L6,1983,-76.309170,157.298610
6.3,H6,1983,-76.303610,157.269170
115.1,H5,1983,-76.280560,157.240280
87,L6,1983,-76.290000,157.277500
130.4,L6,1983,-76.288330,157.228340
