continent,total_cases
Europe,4347
Europe,4366
Europe,4380
Europe,4398
Europe,4424
Europe,4435
Europe,4448
Europe,4456
Europe,4465
Europe,4484
Europe,4505
Europe,4526
Europe,4535
Europe,4544
Europe,4553
Europe,4564
Europe,4597
Europe,4621
Europe,4653
Europe,4696
Europe,4731
Europe,4746
Europe,4768
Europe,4813
Europe,4853
Europe,4877
Europe,4916
Europe,4946
Europe,4970
Europe,5002
Europe,5046
Europe,5098
Europe,5133
Europe,5155
Europe,5191
Europe,5215
Europe,5288
Europe,5379
Europe,5511
Europe,5669
Europe,5961
Europe,6139
Europe,6257
Europe,6622
Europe,6923
Europe,7382
Europe,7892
Europe,8387
Europe,8963
Europe,9304
Europe,9715
Europe,10191
Europe,10909
Europe,11825
Europe,12309
Europe,13153
Europe,13879
Europe,14460
Europe,15170
Europe,16111
Europe,16920
Europe,17990
Europe,18866
Europe,19499
Europe,20450
Europe,21200
Europe,22127
Europe,23077
Europe,24014
Europe,24716
Europe,25567
Europe,26461
Europe,27309
Europe,28631
Europe,29717
Europe,30575
Europe,31480
Europe,32298
Europe,33114
Europe,34046
Europe,35222
Europe,36596
Europe,37664
Europe,38837
Europe,39862
Europe,40782
Europe,41732
Europe,43025
Europe,44816
Europe,46290
Europe,47768
Europe,48757
Europe,50180
Europe,52212
Europe,54278
Europe,56098
Europe,59247
Europe,61563
Europe,63642
Europe,65933
Europe,68127
Europe,71413
Europe,75321
Europe,79199
Europe,82780
Europe,86769
Europe,90988
Europe,94916
Europe,99625
Europe,104943
Europe,109616
Europe,114778
Europe,118918
Europe,122863
Europe,126790
Europe,131887
Europe,136723
Europe,140961
Europe,147456
Europe,152659
Europe,156949
Europe,161461
Europe,165901
Europe,170298
Europe,174618
Europe,177952
Europe,181881
Europe,185687
Europe,192047
Europe,198440
Europe,204708
Europe,211527
Europe,217122
Europe,221073
Europe,225209
Europe,231844
Europe,238056
Europe,243581
Europe,250278
Europe,254148
Europe,256367
Europe,259588
Europe,265003
Europe,271200
Europe,276247
Europe,280400
Europe,283870
Europe,285763
Europe,288567
Europe,291549
Europe,295977
Europe,300022
Europe,302989
Europe,305130
Europe,306368
Europe,308262
Europe,311554
Europe,314164
Europe,315362
Europe,316060
Europe,316669
Europe,317571
Europe,319543
Europe,322514
Europe,325278
Europe,326688
Europe,327995
Europe,328851
Europe,329721
Europe,331768
Europe,334836
Europe,337743
Europe,340459
Europe,342237
Europe,343656
Europe,344352
Europe,345710
Europe,347636
Europe,349149
Europe,350587
Europe,351828
Europe,352703
Europe,353276
Europe,354252
Europe,355662
Europe,356973
Europe,358317
Europe,359574
Europe,360418
Europe,360877
Europe,361881
Europe,363450
Europe,364909
Europe,366279
Europe,367586
Europe,368710
Europe,369288
Europe,370336
Europe,371988
Europe,373564
Europe,375125
Europe,376495
Europe,377655
Europe,378734
Europe,380013
Europe,381875
Europe,383735
Europe,385755
Europe,387462
Europe,388799
Europe,389622
Europe,391170
Europe,394023
Europe,397116
Europe,400111
Europe,403023
Europe,405646
Europe,407274
Europe,410129
Europe,414514
Europe,419182
Europe,424130
Europe,428599
Europe,432925
Europe,435689
Europe,439900
Europe,446178
Europe,452547
Europe,459816
Europe,466017
Europe,468713
Europe,475207
Europe,480860
Europe,489172
Europe,498183
Europe,507627
Europe,516490
Europe,524196
Europe,529122
Europe,532578
Europe,539080
Europe,549839
Europe,560971
Europe,571596
Europe,580642
Europe,586123
Europe,593710
Europe,603347
Europe,614612
Europe,624779
Europe,633861
Europe,641124
Europe,645733
Europe,652433
Europe,661721
Europe,670776
Europe,679413
Europe,685979
Europe,689853
Europe,691743
Europe,693676
Europe,698490
Europe,705815
Europe,713868
Europe,720164
Europe,725241
Europe,728078
Europe,731675
Europe,736982
Europe,742198
Europe,746802
Europe,750508
Europe,753188
Europe,754833
Europe,757360
Europe,760967
Europe,764394
Europe,767190
Europe,769518
Europe,771454
Europe,772707
Europe,774399
Europe,776983
Europe,779348
Europe,781299
Europe,782892
Europe,784111
Europe,784837
Europe,785967
Europe,787647
Europe,789188
Europe,790564
Europe,791709
Europe,792386
Europe,792879
Europe,793784
Europe,795200
Europe,796390
Europe,797429
Europe,798147
Europe,798573
Europe,798955
Europe,799588
Europe,800368
Europe,801025
Europe,801672
Europe,802088
Europe,802346
Europe,802510
Europe,802723
Europe,803119
Europe,803567
Europe,804032
Europe,804382
Europe,804538
Europe,804712
Europe,804987
Europe,805302
Europe,805571
Europe,805871
Europe,806008
Europe,806089
Europe,806206
Europe,806385
Europe,806591
Europe,806790
Europe,806790
Europe,806790
Europe,807045
Europe,807102
Europe,807209
Europe,807322
Europe,807428
Europe,807428
Europe,807428
Europe,807630
Europe,807684
Europe,807775
Europe,807844
Europe,807910
Europe,807910
Europe,807910
Europe,808042
Europe,808076
Europe,808128
Europe,808160
Europe,808197
Europe,808197
Europe,808197
Europe,808262
Europe,808294
Europe,808338
Europe,808393
Europe,808437
Europe,808437
Europe,808437
Europe,808539
Europe,808556
Europe,808612
Europe,808661
Europe,808725
Europe,808725
Europe,808725
Europe,808864
Europe,808889
Europe,808945
Europe,809016
Europe,809101
Europe,809101
Europe,809101
Europe,809262
Europe,809288
Europe,809362
Europe,809427
Europe,809491
Europe,809491
Europe,809491
Europe,809646
Europe,809672
Europe,809731
Europe,809803
Europe,809855
Europe,809855
Europe,809855
Europe,810011
Europe,810046
Europe,810126
Europe,810212
Europe,810316
Europe,810316
Europe,810316
Europe,810504
Europe,810549
Europe,810658
Europe,810781
Europe,810781
Europe,810781
Europe,810781
Europe,811121
Europe,811203
Europe,811337
Europe,811517
Europe,811706
Europe,811706
Europe,811706
Europe,812227
Europe,812337
Europe,812531
Europe,812793
Europe,813040
Europe,813040
Europe,813040
Europe,813688
Europe,813818
Europe,814064
Europe,814409
Europe,814732
Europe,814732
Europe,814732
Europe,815605
Europe,815851
Europe,816222
Europe,816680
Europe,817159
Europe,817159
Europe,817159
Europe,818231
Europe,818520
Europe,819021
Europe,819547
Europe,820078
Europe,820078
Europe,820078
Europe,821261
Europe,821526
Europe,822072
Europe,822705
Europe,823384
Europe,823384
Europe,823384
Europe,824876
Europe,825170
Europe,825799
Europe,826636
Europe,827410
Europe,827410
Europe,827410
Europe,829456
Europe,829911
Europe,830725
Europe,831866
Europe,833115
Europe,833115
Europe,833115
Europe,836389
Europe,837248
Europe,838916
Europe,841277
Europe,843825
Europe,843825
Europe,843825
Europe,850513
Europe,852214
Europe,855339
Europe,859378
Europe,863419
Europe,863419
Europe,863419
Europe,874630
Europe,876497
Europe,879092
Europe,885360
Europe,892164
Europe,892164
Europe,892164
Europe,909998
Europe,914586
Europe,923020
Europe,931414
Europe,939784
Europe,939784
Europe,939784
Europe,960844
Europe,966167
Europe,976432
Europe,987199
Europe,998488
Europe,998488
Europe,998488
Europe,1025697
Europe,1032215
Europe,1044852
Europe,1057017
Europe,1068888
Europe,1068888
Europe,1068888
Europe,1096718
Europe,1103108
Europe,1114260
Europe,1124726
Europe,1134869
Europe,1134869
Europe,1134869
Europe,1157568
Europe,1161879
Europe,1168728
Europe,1176038
Europe,1182922
Europe,1182922
Europe,1182922
Europe,1198939
Europe,1202514
Europe,1208020
Europe,1213318
Europe,1218295
Europe,1218295
Europe,1218295
Europe,1228400
Europe,1230385
Europe,1233744
Europe,1237330
Europe,1237330
Europe,1237330
Europe,1237330
Europe,1245319
Europe,1246689
Europe,1249694
Europe,1253055
Europe,1256415
Europe,1256415
Europe,1256415
Europe,1262280
Europe,1264709
Europe,1269979
Europe,1276433
Europe,1282957
Europe,1282957
Europe,1282957
Europe,1297612
Europe,1300994
Europe,1308877
Europe,1318093
Europe,1327014
Europe,1327014
Europe,1327014
Europe,1348233
Europe,1355084
Europe,1369974
Europe,1385500
Europe,1401457
Europe,1401457
Europe,1401457
Europe,1441385
Europe,1451102
Europe,1471276
Europe,1490489
Europe,1508358
Europe,1508358
Europe,1508358
Europe,1553405
Europe,1562827
Europe,1582517
Europe,1600411
Europe,1616846
Europe,1616846
Europe,1616846
Europe,1650562
Europe,1657615
Europe,1671547
Europe,1684432
Europe,1695991
Europe,1695991
Europe,1695991
Europe,1717072
Europe,1721483
Europe,1730366
Europe,1738944
Europe,1746424
Europe,1746424
Europe,1746424
Europe,1759685
Europe,1762878
Europe,1769164
Europe,1774676
Europe,1779174
Europe,1779174
Europe,1779174
Europe,1787544
Europe,1789581
Europe,1793120
Europe,1796982
Europe,1800046
Europe,1800046
Europe,1
Europe,1
Europe,3
Europe,6
Europe,11
Europe,26
Europe,34
Europe,43
Europe,50
Europe,50
Europe,58
Europe,69
Europe,85
Europe,103
Europe,134
Europe,156
Europe,171
Europe,180
Europe,220
Europe,250
Europe,330
Europe,409
Europe,473
Europe,568
Europe,588
Europe,648
Europe,737
Europe,802
Europe,890
Europe,963
Europe,1020
Europe,1086
Europe,1135
Europe,1220
Europe,1319
Europe,1364
Europe,1417
Europe,1486
Europe,1562
Europe,1586
Europe,1616
Europe,1648
Europe,1675
Europe,1689
Europe,1701
Europe,1711
Europe,1720
Europe,1727
Europe,1739
Europe,1754
Europe,1760
Europe,1771
Europe,1773
Europe,1778
Europe,1785
Europe,1789
Europe,1789
Europe,1790
Europe,1792
Europe,1792
Europe,1795
Europe,1797
Europe,1797
Europe,1798
Europe,1798
Europe,1799
Europe,1799
Europe,1799
Europe,1799
Europe,1801
Europe,1801
Europe,1801
Europe,1801
Europe,1801
Europe,1801
Europe,1802
Europe,1802
Europe,1802
Europe,1802
Europe,1802
Europe,1802
Europe,1802
Europe,1803
Europe,1803
Europe,1803
Europe,1804
Europe,1804
Europe,1804
Europe,1804
Europe,1805
Europe,1805
Europe,1805
Europe,1806
Europe,1806
Europe,1806
Europe,1806
Europe,1806
Europe,1806
Europe,1806
Europe,1806
Europe,1807
Europe,1807
Europe,1807
Europe,1807
Europe,1807
Europe,1807
Europe,1808
Europe,1810
Europe,1811
Europe,1812
Europe,1812
Europe,1814
Europe,1815
Europe,1815
Europe,1815
Europe,1815
Europe,1815
Europe,1817
Europe,1818
Europe,1820
Europe,1820
Europe,1821
Europe,1822
Europe,1824
Europe,1825
Europe,1830
Europe,1830
Europe,1830
Europe,1830
Europe,1832
Europe,1833
Europe,1833
Europe,1833
Europe,1833
Europe,1833
Europe,1833
Europe,1833
Europe,1835
Europe,1835
Europe,1836
Europe,1836
Europe,1838
Europe,1839
Europe,1839
Europe,1839
Europe,1840
Europe,1841
Europe,1843
Europe,1843
Europe,1847
Europe,1854
Europe,1857
Europe,1861
Europe,1872
Europe,1885
Europe,1893
Europe,1907
Europe,1915
Europe,1918
Europe,1926
Europe,1932
Europe,1952
Europe,1955
Europe,1958
Europe,1962
Europe,1968
Europe,1972
Europe,1976
Europe,1983
Europe,1999
Europe,2011
Europe,2014
Europe,2027
Europe,2035
Europe,2040
Europe,2050
Europe,2058
Europe,2064
Europe,2073
Europe,2077
Europe,2082
Europe,2087
Europe,2092
Europe,2100
Europe,2105
Europe,2107
Europe,2116
Europe,2121
Europe,2128
Europe,2135
Europe,2136
Europe,2141
Europe,2143
Europe,2150
Europe,2153
Europe,2157
Europe,2161
Europe,2162
Europe,2165
Europe,2168
Europe,2174
Europe,2189
Europe,2206
Europe,2230
Europe,2307
Europe,2307
Europe,2377
Europe,2419
Europe,2476
Europe,2512
Europe,2561
Europe,2601
Europe,2623
Europe,2663
Europe,2695
Europe,2728
Europe,2769
Europe,2809
Europe,2872
Europe,2921
Europe,2980
Europe,3081
Europe,3172
Europe,3267
Europe,3373
Europe,3460
Europe,3526
Europe,3582
Europe,3668
Europe,3757
Europe,3837
Europe,3929
Europe,3998
Europe,4055
Europe,4101
Europe,4193
Europe,4230
Europe,4268
Europe,4308
Europe,4394
Europe,4448
Europe,4504
Europe,4574
Europe,4671
Europe,4719
Europe,4797
Europe,4865
Europe,4890
Europe,4931
Europe,4957
Europe,4989
Europe,5017
Europe,5039
Europe,5063
Europe,5078
Europe,5101
Europe,5114
Europe,5142
Europe,5160
Europe,5170
Europe,5186
Europe,5189
Europe,5205
Europe,5215
Europe,5226
Europe,5231
Europe,5251
Europe,5269
Europe,5277
Europe,5289
Europe,5298
Europe,5312
Europe,5323
Europe,5346
Europe,5371
Europe,5381
Europe,5392
Europe,5413
Europe,5413
Europe,5448
Europe,5462
Europe,5476
Europe,5482
Europe,5496
Europe,5506
Europe,5516
Europe,5524
Europe,5539
Europe,5552
Europe,5557
Europe,5564
Europe,5571
Europe,5578
Europe,5588
Europe,5604
Europe,5621
Europe,5642
Europe,5656
Europe,5667
Europe,5683
Europe,5683
Europe,5683
Europe,5683
Europe,5683
Europe,5726
Europe,5736
Europe,5754
Europe,5754
Europe,5754
Europe,5754
Europe,5754
Europe,5795
Europe,5811
Europe,5832
Europe,5845
Europe,5867
Europe,5880
Europe,5890
Europe,5898
Europe,5912
Europe,5935
Europe,5948
Europe,5956
Europe,5956
Europe,5956
Europe,5970
Europe,5970
Europe,5975
Europe,5981
Europe,5981
Europe,5981
Europe,5981
Europe,5990
Europe,5992
Europe,6000
Europe,6001
Europe,6002
Europe,6002
Europe,6002
Europe,6009
Europe,6011
Europe,6013
Europe,6016
Europe,6021
Europe,6021
Europe,6021
Europe,6020
Europe,6025
Europe,6026
Europe,6026
Europe,6033
Europe,6033
Europe,6033
Europe,6039
Europe,6039
Europe,6044
Europe,6044
Europe,6045
Europe,6045
Europe,6045
Europe,6049
Europe,6049
Europe,6049
Europe,6049
Europe,6049
Europe,6049
Europe,6049
Europe,6054
Europe,6055
Europe,6058
Europe,6058
Europe,6059
Europe,6059
Europe,6059
Europe,6064
Europe,6067
Europe,6069
Europe,6070
Europe,6072
Europe,6072
Europe,6072
Europe,6083
Europe,6087
Europe,6089
Europe,6091
Europe,6097
Europe,6097
Europe,6097
Europe,6119
Europe,6122
Europe,6144
Europe,6158
Europe,6163
Europe,6163
Europe,6163
Europe,6183
Europe,6194
Europe,6205
Europe,6205
Europe,6205
Europe,6225
Europe,6225
Europe,6225
Europe,6241
Europe,6251
Europe,6256
Europe,6258
Europe,6258
Europe,6258
Europe,6267
Europe,6274
Europe,6275
Europe,6279
Europe,6286
Europe,6286
Europe,6286
Europe,6329
Europe,6350
Europe,6362
Europe,6379
Europe,6390
Europe,6390
Europe,6390
Europe,6429
Europe,6447
Europe,6456
Europe,6466
Europe,6472
Europe,6472
Europe,6472
Europe,6483
Europe,6491
Europe,6497
Europe,6500
Europe,6506
Europe,6506
Europe,6506
Europe,6519
Europe,6522
Europe,6526
Europe,6526
Europe,6537
Europe,6537
Europe,6537
Europe,6548
Europe,6549
Europe,6551
Europe,6555
Europe,6555
Europe,6555
Europe,6556
Europe,6556
Europe,6556
Europe,6560
Europe,6564
Europe,6564
Europe,6576
Europe,6576
Europe,6576
Europe,6576
Europe,6586
Europe,6590
Europe,6595
Europe,6597
Europe,6604
Europe,6604
Europe,6604
Europe,6612
Europe,6612
Europe,6616
Europe,6616
Europe,6616
Europe,6616
Europe,6621
Europe,6621
Europe,6622
Europe,6622
Europe,6627
Europe,6627
Europe,6627
Europe,6630
Europe,6630
Europe,6630
Europe,6630
Europe,6637
Europe,6637
Europe,6637
Europe,6649
Europe,6649
Europe,6649
Europe,6649
Europe,6654
Europe,6654
Europe,6654
Europe,6654
Europe,6664
Europe,6664
Europe,6664
Europe,6675
Europe,6675
Europe,6675
Europe,6675
Europe,6675
Europe,6675
Europe,6675
Europe,6718
Europe,6718
Europe,6718
Europe,6832
Europe,6897
Europe,6967
Europe,7054
Europe,7148
Europe,7233
Europe,7304
Europe,7428
Europe,7545
Europe,7676
Europe,7801
Europe,7959
Europe,8051
Europe,8122
Europe,8233
Europe,8353
Europe,8508
Europe,8613
Europe,8738
Europe,8793
Europe,8900
Europe,8956
Europe,9126
Europe,9246
Europe,9376
Europe,9458
Europe,9522
Europe,9578
Europe,9682
Europe,9812
Europe,9916
Europe,9980
Europe,10053
Europe,10115
Europe,10177
Europe,10254
Europe,10341
Europe,10443
Europe,10514
Europe,10605
Europe,10658
Europe,10705
Europe,10789
Europe,10856
Europe,10912
Europe,10956
Europe,11010
Europe,11032
Europe,11063
Europe,11090
Europe,11130
Europe,11173
Europe,11199
Europe,11234
Europe,11247
Europe,11279
Europe,11307
Europe,11338
Europe,11377
Europe,11404
Europe,11404
Europe,11404
Europe,11471
Europe,11518
Europe,11558
Europe,11594
Europe,11632
Europe,11632
Europe,11632
Europe,11722
Europe,11760
Europe,11781
Europe,11801
Europe,11839
Europe,11839
Europe,11839
Europe,11958
Europe,11990
Europe,12035
Europe,12092
Europe,12147
Europe,12147
Europe,12147
Europe,12243
Europe,12287
Europe,12342
Europe,12390
Europe,12455
Europe,12455
Europe,12455
Europe,12614
Europe,12703
Europe,12775
Europe,12827
Europe,12899
Europe,12899
Europe,12899
Europe,13142
Europe,13236
Europe,13313
Europe,13413
Europe,13492
Europe,13492
Europe,13492
Europe,13739
Europe,13829
Europe,13923
Europe,14087
Europe,14255
Europe,14255
Europe,14255
Europe,14571
Europe,14757
Europe,14935
Europe,15140
Europe,15321
Europe,15321
Europe,15321
Europe,15741
Europe,15968
Europe,16113
Europe,16243
Europe,16435
Europe,16435
Europe,16435
Europe,16800
Europe,17002
Europe,17152
Europe,17294
Europe,17446
Europe,17446
Europe,17446
Europe,17770
Europe,17894
Europe,18055
Europe,18198
Europe,18333
Europe,18333
Europe,18333
Europe,18642
Europe,18765
Europe,18896
Europe,19052
Europe,19159
Europe,19159
Europe,19159
Europe,19547
Europe,19708
Europe,19861
Europe,20044
Europe,20232
Europe,20232
Europe,20232
Europe,20890
Europe,21215
Europe,21587
Europe,22087
Europe,22087
Europe,22087
Europe,22087
Europe,24340
Europe,25314
Europe,25314
Europe,27059
Europe,27059
Europe,27059
Europe,27059
Europe,31070
Europe,32540
Europe,33901
Europe,35239
Europe,36447
Europe,36447
Europe,36447
Europe,40037
Europe,40037
Europe,40037
Europe,43768
Europe,44974
Europe,44974
Europe,44974
Europe,48482
Europe,49972
Europe,51535
Europe,53121
Europe,54579
Europe,54579
Europe,54579
Europe,58409
Europe,60096
Europe,61737
Europe,63188
Europe,64486
Europe,64486
Europe,64486
Europe,67673
Europe,69177
Europe,70721
Europe,72136
Europe,73530
Europe,73530
Europe,73530
Europe,78201
Europe,79511
Europe,81981
Europe,83942
Europe,85980
Europe,85980
Europe,85980
Europe,92127
Europe,93933
Europe,96623
Europe,99764
Europe,102086
Europe,102086
Europe,102086
Europe,109494
Europe,112094
Europe,115241
Europe,118684
Europe,123373
Europe,123373
Europe,123373
Europe,129844
Europe,133211
Europe,135747
Europe,138281
Europe,140929
Europe,140929
Asia,1
Asia,1
Asia,1
Asia,2
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,3
Asia,5
Asia,5
Asia,28
Asia,30
Asia,31
Asia,34
Asia,39
Asia,43
Asia,56
Asia,62
Asia,73
Asia,82
Asia,102
Asia,113
Asia,119
Asia,142
Asia,156
Asia,194
Asia,244
Asia,330
Asia,396
Asia,499
Asia,536
Asia,657
Asia,727
Asia,887
Asia,987
Asia,1024
Asia,1251
Asia,1397
Asia,1998
Asia,2543
Asia,2567
Asia,3082
Asia,3588
Asia,4778
Asia,5311
Asia,5916
Asia,6725
Asia,7598
Asia,8446
Asia,9205
Asia,10453
Asia,11487
Asia,12322
Asia,13430
Asia,14352
Asia,15722
Asia,17615
Asia,18539
Asia,20080
Asia,21370
Asia,23077
Asia,24530
Asia,26283
Asia,27890
Asia,29451
Asia,31324
Asia,33062
Asia,34863
Asia,37257
Asia,39699
Asia,42505
Asia,46437
Asia,49400
Asia,52987
Asia,56351
Asia,59695
Asia,62808
Asia,67161
Asia,70768
Asia,74292
Asia,78055
Asia,81997
Asia,85784
Asia,90648
Asia,95698
Asia,100328
Asia,106475
Asia,112028
Asia,118226
Asia,124794
Asia,131423
Asia,138536
Asia,144950
Asia,150793
Asia,158086
Asia,165386
Asia,173491
Asia,181827
Asia,190609
Asia,198370
Asia,207191
Asia,216824
Asia,226713
Asia,236184
Asia,246622
Asia,257486
Asia,265928
Asia,276146
Asia,286605
Asia,297535
Asia,308993
Asia,320922
Asia,332424
Asia,343091
Asia,354065
Asia,366946
Asia,380532
Asia,395048
Asia,410451
Asia,425282
Asia,440215
Asia,456183
Asia,473105
Asia,490401
Asia,508953
Asia,528859
Asia,548318
Asia,566840
Asia,585481
Asia,604641
Asia,625544
Asia,648315
Asia,673165
Asia,697413
Asia,719664
Asia,742417
Asia,767296
Asia,793802
Asia,820916
Asia,849522
Asia,878254
Asia,906752
Asia,936181
Asia,968857
Asia,1003832
Asia,1039084
Asia,1077781
Asia,1118206
Asia,1155338
Asia,1193078
Asia,1238798
Asia,1288108
Asia,1337024
Asia,1385635
Asia,1435616
Asia,1480073
Asia,1531669
Asia,1581963
Asia,1634746
Asia,1695988
Asia,1750723
Asia,1803695
Asia,1855745
Asia,1908254
Asia,1964536
Asia,2027074
Asia,2088611
Asia,2153010
Asia,2215074
Asia,2268675
Asia,2329638
Asia,2396637
Asia,2461190
Asia,2525922
Asia,2589952
Asia,2647663
Asia,2702681
Asia,2767253
Asia,2836925
Asia,2905825
Asia,2975701
Asia,3044940
Asia,3106348
Asia,3167323
Asia,3224547
Asia,3310234
Asia,3387500
Asia,3463972
Asia,3542733
Asia,3621245
Asia,3691166
Asia,3769523
Asia,3853406
Asia,3936747
Asia,4023179
Asia,4113811
Asia,4204613
Asia,4280422
Asia,4370128
Asia,4465863
Asia,4562414
Asia,4659984
Asia,4754356
Asia,4846427
Asia,4930236
Asia,5020359
Asia,5118253
Asia,5214677
Asia,5308014
Asia,5400619
Asia,5487580
Asia,5562663
Asia,5646010
Asia,5732518
Asia,5818570
Asia,5903932
Asia,5992532
Asia,6074702
Asia,6145291
Asia,6225763
Asia,6312584
Asia,6394068
Asia,6473544
Asia,6549373
Asia,6623815
Asia,6685082
Asia,6757131
Asia,6835655
Asia,6906151
Asia,6979423
Asia,7053806
Asia,7120538
Asia,7175880
Asia,7239389
Asia,7307097
Asia,7370468
Asia,7432680
Asia,7494551
Asia,7550273
Asia,7597063
Asia,7651107
Asia,7706946
Asia,7761312
Asia,7814682
Asia,7864811
Asia,7909959
Asia,7946429
Asia,7990322
Asia,8040203
Asia,8088851
Asia,8137119
Asia,8184082
Asia,8229313
Asia,8267623
Asia,8313876
Asia,8364086
Asia,8411724
Asia,8462080
Asia,8507754
Asia,8553657
Asia,8591730
Asia,8636011
Asia,8683916
Asia,8728795
Asia,8773479
Asia,8814579
Asia,8845127
Asia,8874290
Asia,8912907
Asia,8958483
Asia,9004365
Asia,9050597
Asia,9095806
Asia,9139865
Asia,9177840
Asia,9222216
Asia,9266705
Asia,9309787
Asia,9351109
Asia,9392919
Asia,9431691
Asia,9462809
Asia,9499413
Asia,9534964
Asia,9571559
Asia,9608211
Asia,9644222
Asia,9677203
Asia,9703770
Asia,9735850
Asia,9767371
Asia,9796744
Asia,9826775
Asia,9857029
Asia,9884100
Asia,9906165
Asia,9932547
Asia,9956557
Asia,9979447
Asia,10004599
Asia,10031223
Asia,10055560
Asia,10075116
Asia,10099066
Asia,10123778
Asia,10146845
Asia,10169118
Asia,10187850
Asia,10207871
Asia,10224303
Asia,10244852
Asia,10266674
Asia,10286709
Asia,10305788
Asia,10323965
Asia,10340469
Asia,10356844
Asia,10374932
Asia,10395278
Asia,10413417
Asia,10413417
Asia,10450284
Asia,10466595
Asia,10479179
Asia,10495147
Asia,10512093
Asia,10527683
Asia,10542841
Asia,10557985
Asia,10571773
Asia,10581823
Asia,10595639
Asia,10610883
Asia,10625428
Asia,10639684
Asia,10654533
Asia,10667736
Asia,10676838
Asia,10689527
Asia,10701193
Asia,10720048
Asia,10733130
Asia,10746174
Asia,10757610
Asia,10766245
Asia,10777284
Asia,10790183
Asia,10802591
Asia,10814304
Asia,10826363
Asia,10838194
Asia,10847304
Asia,10858371
Asia,10871294
Asia,10880603
Asia,10892746
Asia,10904940
Asia,10916589
Asia,10925710
Asia,10937320
Asia,10950201
Asia,10963394
Asia,10977387
Asia,10991651
Asia,11005850
Asia,11016434
Asia,11030176
Asia,11046914
Asia,11063491
Asia,11079979
Asia,11096731
Asia,11112241
Asia,11124527
Asia,11139516
Asia,11156923
Asia,11173761
Asia,11192045
Asia,11210799
Asia,11229398
Asia,11244786
Asia,11262707
Asia,11285561
Asia,11308846
Asia,11333728
Asia,11359048
Asia,11385339
Asia,11409831
Asia,11438734
Asia,11474605
Asia,11514331
Asia,11555284
Asia,11599130
Asia,11646081
Asia,11686796
Asia,11734058
Asia,11787534
Asia,11846652
Asia,11908910
Asia,11971624
Asia,12039644
Asia,12095855
Asia,12149335
Asia,12221665
Asia,12303131
Asia,12392260
Asia,12485509
Asia,12589067
Asia,12686049
Asia,12801785
Asia,12928574
Asia,13060542
Asia,13205926
Asia,13358805
Asia,13527717
Asia,13689453
Asia,13873825
Asia,14074564
Asia,14291917
Asia,14526609
Asia,14788003
Asia,15061805
Asia,15320972
Asia,15616130
Asia,15930774
Asia,16263695
Asia,16610481
Asia,16960172
Asia,17313163
Asia,17636186
Asia,17997113
Asia,18376421
Asia,18762976
Asia,19164969
Asia,19557457
Asia,19925517
Asia,20282833
Asia,20664979
Asia,21077410
Asia,21491598
Asia,21892676
Asia,22296081
Asia,22662575
Asia,22992517
Asia,23340938
Asia,23703665
Asia,24046809
Asia,24372907
Asia,24684077
Asia,24965463
Asia,25228996
Asia,25496330
Asia,25772440
Asia,26031991
Asia,26289290
Asia,26530132
Asia,26752447
Asia,26948874
Asia,27157795
Asia,27369093
Asia,27555457
Asia,27729247
Asia,27894800
Asia,28047534
Asia,28175044
Asia,28307832
Asia,28441986
Asia,28574350
Asia,28694879
Asia,28809339
Asia,28909975
Asia,28996473
Asia,29089069
Asia,29182532
Asia,29274823
Asia,29359155
Asia,29439989
Asia,29510410
Asia,29570881
Asia,29633105
Asia,29700313
Asia,29762793
Asia,29823546
Asia,29881772
Asia,29935221
Asia,29977861
Asia,30028709
Asia,30082778
Asia,30134445
Asia,30183143
Asia,30233183
Asia,30279331
Asia,30316897
Asia,30362848
Asia,30411634
Asia,30458251
Asia,30502362
Asia,30545433
Asia,30585229
Asia,30619932
Asia,30663665
Asia,30709557
Asia,30752950
Asia,30795716
Asia,30837222
Asia,30874376
Asia,30907282
Asia,30946147
Asia,30987880
Asia,31026829
Asia,31064908
Asia,31106065
Asia,31144229
Asia,31174322
Asia,31216337
Asia,31257720
Asia,31293062
Asia,31332159
Asia,31371901
Asia,31411262
Asia,31440951
Asia,31484605
Asia,31528114
Asia,31572344
Asia,31613993
Asia,31655824
Asia,31695958
Asia,31726507
Asia,31769132
Asia,31812114
Asia,31856757
Asia,31895385
Asia,31934455
Asia,31969954
Asia,31998158
Asia,32036511
Asia,32077706
Asia,32117826
Asia,32156493
Asia,32192576
Asia,32225513
Asia,32250679
Asia,32285857
Asia,32322258
Asia,32358829
Asia,32393286
Asia,32424234
Asia,32449306
Asia,32474773
Asia,32512366
Asia,32558530
Asia,32603188
Asia,32649947
Asia,32695030
Asia,32737939
Asia,32768880
Asia,32810845
Asia,32857937
Asia,32903289
Asia,32945907
Asia,32988673
Asia,33027621
Asia,33058843
Asia,33096718
Asia,33139981
Asia,33174954
Asia,33208330
Asia,33236921
Asia,33264175
Asia,33289579
Asia,33316755
Asia,33347325
Asia,33381728
Asia,33417390
Asia,33448163
Asia,33478419
Asia,33504534
Asia,33531498
Asia,33563421
Asia,33594803
Asia,33624419
