continent,total_cases
North America,4535
North America,4537
North America,4543
North America,4543
North America,4548
North America,4548
North America,4558
North America,4567
North America,4574
North America,4579
North America,4582
North America,4585
North America,4585
North America,4591
North America,4595
North America,4597
North America,4600
North America,4605
North America,4613
North America,4613
North America,4620
North America,4628
North America,4633
North America,4643
North America,4643
North America,4650
North America,4652
North America,4655
North America,4658
North America,4666
North America,4675
North America,4681
North America,4681
North America,4694
North America,4696
North America,4705
North America,4708
North America,4717
North America,4727
North America,4730
North America,4731
North America,4736
North America,4740
North America,4751
North America,4769
North America,4790
North America,4807
North America,4813
North America,4830
North America,4862
North America,4915
North America,4960
North America,5051
North America,5110
North America,5138
North America,5238
North America,5380
North America,5520
North America,5676
North America,5839
North America,5997
North America,6041
North America,6174
North America,6424
North America,6648
North America,7057
North America,7335
North America,7558
North America,7740
North America,7898
North America,8404
North America,8834
North America,9171
North America,9635
North America,9890
North America,10066
North America,10185
North America,10185
North America,10632
North America,10909
North America,11180
North America,11355
North America,11385
North America,11430
North America,11581
North America,11674
North America,11769
North America,11837
North America,11882
North America,11903
North America,11903
North America,11983
North America,12022
North America,12058
North America,12087
North America,12119
North America,12129
North America,12146
North America,12146
North America,12181
North America,12195
North America,12207
North America,12210
North America,12213
North America,12217
North America,12218
North America,12222
North America,12228
North America,12234
North America,12235
North America,12236
North America,12236
North America,12236
North America,12244
North America,12246
North America,12249
North America,12254
North America,12256
North America,12257
North America,12262
North America,12266
North America,12268
North America,12271
North America,12271
North America,12271
North America,12271
North America,12271
North America,12271
North America,12271
North America,12271
North America,12272
North America,12272
North America,12273
North America,12273
North America,12276
North America,12277
North America,12278
North America,12279
North America,12280
North America,12281
North America,12287
North America,12291
North America,12293
North America,12293
North America,12295
North America,12296
North America,12296
North America,12304
North America,12308
North America,12314
North America,12317
North America,12318
North America,12319
North America,12321
North America,12322
North America,12327
North America,12327
North America,12330
North America,12330
North America,12332
North America,12339
North America,12342
North America,12343
North America,12345
North America,12349
North America,12349
North America,12349
North America,12350
North America,12354
North America,12364
North America,12371
North America,12380
North America,12389
North America,12395
North America,12418
North America,12453
North America,12537
North America,12605
North America,12699
North America,12775
North America,12804
North America,12883
North America,12962
North America,13038
North America,13135
North America,13217
North America,13252
North America,13300
North America,13378
North America,13447
North America,13493
North America,13567
North America,13625
North America,13669
North America,13692
North America,13757
North America,13835
North America,13907
North America,13988
North America,14055
North America,14122
North America,14137
North America,14210
North America,14333
North America,14396
North America,14446
North America,14530
North America,14570
North America,14602
North America,14686
North America,14751
North America,14802
North America,14889
North America,14889
North America,14937
North America,14974
North America,15045
North America,15086
North America,15134
North America,15170
North America,15216
North America,15248
North America,15263
North America,15299
North America,15338
North America,15379
North America,15413
North America,15452
North America,15470
North America,15483
North America,15506
North America,15550
North America,15596
North America,15642
North America,15696
North America,15713
North America,15741
North America,15814
North America,15867
North America,15925
North America,15975
North America,16031
North America,16056
North America,16086
North America,16150
North America,16216
North America,16254
North America,16303
North America,16339
North America,16373
North America,16383
North America,16428
North America,16465
North America,16500
North America,16556
North America,16592
North America,16609
North America,16618
North America,16650
North America,16684
North America,16704
North America,16742
North America,16777
North America,16787
North America,16804
North America,16837
North America,16866
North America,16885
North America,16899
North America,16921
North America,16934
North America,16936
North America,16955
North America,16972
North America,16984
North America,16998
North America,17002
North America,17011
North America,17012
North America,17027
North America,17047
North America,17053
North America,17062
North America,17072
North America,17084
North America,17091
North America,17100
North America,17111
North America,17123
North America,17134
North America,17146
North America,17156
North America,17162
North America,17162
North America,17176
North America,17187
North America,17197
North America,17216
North America,17225
North America,17234
North America,17248
North America,17259
North America,17270
North America,17282
North America,17303
North America,17321
North America,17335
North America,17348
North America,17362
North America,17374
North America,17384
North America,17390
North America,17397
North America,17401
North America,17401
North America,17426
North America,17440
North America,17455
North America,17470
North America,17485
North America,17487
North America,17502
North America,17517
North America,17540
North America,17560
North America,17572
North America,17589
North America,17598
North America,17618
North America,17657
North America,17693
North America,17720
North America,17747
North America,17770
North America,17807
North America,17901
North America,18082
North America,18299
North America,18622
North America,18884
North America,19049
North America,19247
North America,19645
North America,20199
North America,20710
North America,21325
North America,22141
North America,22551
North America,22962
North America,23692
North America,24748
North America,25988
North America,26952
North America,27915
North America,28663
North America,29069
North America,29758
North America,30864
North America,30864
North America,32892
North America,32892
North America,32892
North America,33942
North America,34368
North America,34368
North America,35307
North America,35617
North America,35878
North America,36013
North America,36092
North America,36323
North America,36594
North America,36722
North America,36875
North America,36967
North America,37085
North America,37128
North America,37281
North America,37426
North America,37526
North America,37638
North America,37747
North America,37809
North America,37854
North America,37966
North America,38073
North America,38172
North America,38267
North America,38336
North America,38380
North America,38394
North America,38465
North America,38530
North America,38608
North America,38657
North America,38695
North America,38717
North America,38737
North America,38778
North America,38828
North America,38867
North America,38896
North America,38915
North America,38933
North America,38944
North America,38960
North America,39016
North America,39082
North America,39133
North America,39133
Europe,2
Europe,2
Europe,6
Europe,6
Europe,14
Europe,21
Europe,30
Europe,40
Europe,40
Europe,58
Europe,58
Europe,67
Europe,84
Europe,95
Europe,116
Europe,124
Europe,132
Europe,146
Europe,162
Europe,179
Europe,214
Europe,230
Europe,262
Europe,320
Europe,356
Europe,396
Europe,426
Europe,446
Europe,465
Europe,494
Europe,526
Europe,564
Europe,595
Europe,616
Europe,633
Europe,662
Europe,695
Europe,715
Europe,735
Europe,735
Europe,761
Europe,767
Europe,772
Europe,784
Europe,790
Europe,795
Europe,804
Europe,810
Europe,817
Europe,822
Europe,837
Europe,843
Europe,850
Europe,857
Europe,864
Europe,872
Europe,874
Europe,878
Europe,883
Europe,889
Europe,891
Europe,892
Europe,898
Europe,901
Europe,903
Europe,905
Europe,907
Europe,910
Europe,914
Europe,916
Europe,917
Europe,918
Europe,922
Europe,923
Europe,927
Europe,927
Europe,935
Europe,937
Europe,939
Europe,939
Europe,941
Europe,941
Europe,943
Europe,944
Europe,949
Europe,952
Europe,958
Europe,958
Europe,960
Europe,960
Europe,964
Europe,970
Europe,972
Europe,974
Europe,975
Europe,980
Europe,980
Europe,983
Europe,985
Europe,985
Europe,985
Europe,985
Europe,985
Europe,985
Europe,986
Europe,988
Europe,990
Europe,991
Europe,992
Europe,992
Europe,994
Europe,994
Europe,996
Europe,998
Europe,999
Europe,999
Europe,999
Europe,1002
Europe,1003
Europe,1004
Europe,1005
Europe,1008
Europe,1010
Europe,1013
Europe,1014
Europe,1021
Europe,1022
Europe,1022
Europe,1023
Europe,1031
Europe,1031
Europe,1037
Europe,1038
Europe,1038
Europe,1040
Europe,1040
Europe,1045
Europe,1047
Europe,1053
Europe,1057
Europe,1060
Europe,1067
Europe,1080
Europe,1084
Europe,1114
Europe,1124
Europe,1150
Europe,1155
Europe,1180
Europe,1195
Europe,1208
Europe,1222
Europe,1233
Europe,1242
Europe,1252
Europe,1277
Europe,1291
Europe,1305
Europe,1318
Europe,1332
Europe,1332
Europe,1351
Europe,1359
Europe,1385
Europe,1395
Europe,1406
Europe,1417
Europe,1421
Europe,1451
Europe,1474
Europe,1481
Europe,1481
Europe,1481
Europe,1483
Europe,1487
Europe,1488
Europe,1490
Europe,1495
Europe,1498
Europe,1498
Europe,1507
Europe,1509
Europe,1510
Europe,1511
Europe,1514
Europe,1517
Europe,1520
Europe,1523
Europe,1526
Europe,1534
Europe,1540
Europe,1548
Europe,1558
Europe,1565
Europe,1580
Europe,1600
Europe,1603
Europe,1618
Europe,1654
Europe,1663
Europe,1671
Europe,1684
Europe,1696
Europe,1713
Europe,1743
Europe,1755
Europe,1772
Europe,1789
Europe,1811
Europe,1824
Europe,1847
Europe,1876
Europe,1897
Europe,1918
Europe,1951
Europe,1986
Europe,1986
Europe,2047
Europe,2047
Europe,2130
Europe,2181
Europe,2379
Europe,2379
Europe,2644
Europe,2687
Europe,2839
Europe,2966
Europe,3154
Europe,3314
Europe,3444
Europe,3545
Europe,3636
Europe,3817
Europe,3817
Europe,4051
Europe,4217
Europe,4366
Europe,4563
Europe,4760
Europe,4934
Europe,5100
Europe,5333
Europe,5557
Europe,5871
Europe,5987
Europe,6098
Europe,6296
Europe,6461
Europe,6646
Europe,6853
Europe,7051
Europe,7178
Europe,7285
Europe,7513
Europe,7711
Europe,7979
Europe,8211
Europe,8456
Europe,8643
Europe,8947
Europe,9199
Europe,9453
Europe,9673
Europe,9983
Europe,10231
Europe,10383
Europe,10565
Europe,10883
Europe,11175
Europe,11523
Europe,11812
Europe,12181
Europe,12451
Europe,12867
Europe,13286
Europe,13649
Europe,14052
Europe,14476
Europe,14800
Europe,15101
Europe,15450
Europe,15789
Europe,16190
Europe,16647
Europe,17057
Europe,17476
Europe,17718
Europe,18004
Europe,18406
Europe,18883
Europe,19316
Europe,19366
Europe,19391
Europe,19657
Europe,20408
Europe,21315
Europe,22346
Europe,23108
Europe,23275
Europe,23902
Europe,24431
Europe,25096
Europe,25665
Europe,26238
Europe,26665
Europe,27131
Europe,27468
Europe,27807
Europe,28095
Europe,28354
Europe,28581
Europe,28822
Europe,29066
Europe,29268
Europe,29425
Europe,29587
Europe,29751
Europe,29929
Europe,30093
Europe,30215
Europe,30344
Europe,30474
Europe,30600
Europe,30709
Europe,30837
Europe,30995
Europe,31114
Europe,31227
Europe,31387
Europe,31507
Europe,31635
Europe,31774
Europe,31890
Europe,32023
Europe,32155
Europe,32270
Europe,32375
Europe,32470
Europe,32583
Europe,32686
Europe,32799
Europe,32901
Europe,33024
Europe,33137
Europe,33218
Europe,33339
Europe,33446
Europe,33557
Europe,33664
Europe,33771
Europe,33902
Europe,34078
Europe,34221
Europe,34420
Europe,34692
Europe,34935
Europe,35382
Europe,35684
Europe,35972
Europe,36295
Europe,36679
Europe,36952
Europe,37250
Europe,37553
Europe,37905
Europe,38325
Europe,38740
Europe,39171
Europe,39554
Europe,39952
Europe,40326
Europe,40544
Europe,41019
Europe,41401
Europe,41786
Europe,42150
Europe,42557
Europe,42893
Europe,43303
Europe,43668
Europe,43961
Europe,44285
Europe,44646
Europe,44980
Europe,45306
Europe,45666
Europe,46105
Europe,46833
Europe,47142
Europe,47847
Europe,48251
Europe,48682
Europe,49247
Europe,49806
Europe,50335
Europe,50957
Europe,51558
Europe,52004
Europe,52474
Europe,53002
Europe,53621
Europe,54223
Europe,54913
Europe,55590
Europe,56376
Europe,57228
Europe,58050
Europe,58991
Europe,59834
Europe,60761
Europe,61650
Europe,62545
Europe,63318
Europe,63929
Europe,64689
Europe,65534
Europe,66202
Europe,66985
Europe,67448
Europe,67506
Europe,67987
Europe,68496
Europe,69058
Europe,69518
Europe,69842
Europe,70239
Europe,70508
Europe,70784
Europe,71174
Europe,71434
Europe,71647
Europe,71818
Europe,71975
Europe,72140
Europe,72307
Europe,72474
Europe,72609
Europe,72686
Europe,72821
Europe,72912
Europe,72987
Europe,73087
Europe,73166
Europe,73235
Europe,73310
Europe,73383
Europe,73439
Europe,73483
Europe,73578
Europe,73636
Europe,73694
Europe,73747
Europe,73830
Europe,73871
Europe,73900
Europe,73980
Europe,74040
Europe,74117
Europe,74176
Europe,74236
Europe,74278
Europe,74311
Europe,74368
Europe,74432
Europe,74500
Europe,74565
Europe,74641
Europe,74703
Europe,74764
Europe,74831
Europe,74953
Europe,75120
Europe,75295
Europe,75464
Europe,75690
Europe,75906
Europe,76220
Europe,76552
Europe,77367
Europe,77840
Europe,78369
Europe,78952
Europe,79529
Europe,80316
Europe,81143
Europe,82095
Europe,83088
Europe,83970
Europe,84930
Europe,85779
Europe,86611
Europe,87692
Europe,88812
Europe,89964
Europe,90917
Europe,91845
Europe,92703
Europe,93759
Europe,94754
Europe,95768
Europe,96814
Europe,97709
Europe,98498
Europe,99225
Europe,100076
Europe,100867
Europe,101636
Europe,102291
Europe,102926
Europe,103668
Europe,103945
Europe,104438
Europe,105036
Europe,105611
Europe,106191
Europe,106716
Europe,107315
Europe,107704
Europe,108150
Europe,108723
Europe,109207
Europe,109609
Europe,110028
Europe,110429
Europe,110594
Europe,110975
Europe,111387
Europe,111820
Europe,112240
Europe,112551
Europe,112862
Europe,113055
Europe,113388
Europe,113743
Europe,114000
Europe,114254
Europe,114578
Europe,114791
Europe,114999
Europe,115310
Europe,115597
Europe,115853
Europe,116088
Europe,116326
Europe,116621
Europe,116768
Europe,116991
Europe,117197
Europe,117379
Europe,117553
Europe,117695
Europe,117831
Europe,117931
Europe,118090
Europe,118216
Europe,118446
Europe,118570
Europe,118723
Europe,118863
Europe,118957
Europe,119113
Europe,119230
Europe,119336
Europe,119481
Europe,119590
Europe,119689
Europe,119767
Europe,119903
Europe,120020
Europe,120143
Europe,120272
Europe,120272
Europe,120272
Europe,120498
Europe,120615
Europe,120761
Europe,120861
Europe,120992
Europe,120992
Europe,120992
Europe,121364
Europe,121534
Europe,121700
Europe,121842
Europe,121995
Europe,121995
Europe,121995
Europe,122362
Europe,122528
Europe,122709
Europe,122852
Europe,122996
Europe,122996
Europe,122996
Europe,123357
Europe,123546
Europe,123708
Europe,123908
Europe,124017
Europe,124017
Europe,124017
Europe,124444
Europe,124724
Europe,124973
Europe,125161
Europe,125413
Europe,125413
Europe,125413
Europe,125947
Europe,126231
Europe,126497
Europe,126772
Europe,127036
Europe,127036
Europe,127036
Europe,127684
Europe,128038
Europe,128770
Europe,129158
Europe,129158
Europe,129888
Europe,129888
Europe,130591
Europe,131028
Europe,131462
Europe,131462
Europe,131951
Europe,131951
Europe,131951
Europe,133860
Europe,134473
Europe,134965
Europe,135503
Europe,136097
Europe,136525
Europe,136832
Europe,137538
Europe,138157
Europe,138733
Europe,139368
Europe,140030
Europe,140458
Europe,140851
Europe,141566
Europe,142228
Europe,142878
Europe,143510
Europe,144205
Europe,144713
Europe,145161
Europe,145996
Europe,146802
Europe,147685
Europe,148663
Europe,149580
Europe,149848
Europe,150760
Europe,152685
Europe,154926
Europe,157928
Europe,161779
Europe,166827
Europe,169159
Europe,172697
Europe,177721
Europe,183178
Europe,188380
Europe,192157
Europe,197401
Europe,201360
Europe,204372
Europe,208559
Europe,212074
Europe,215271
Europe,218374
Europe,221416
Europe,223767
Europe,225738
Europe,228881
Europe,230856
Europe,233082
Europe,235364
Europe,235364
Europe,237260
Europe,239073
Europe,241888
Europe,241888
Europe,243818
Europe,246354
Europe,248941
Europe,251125
Europe,253350
Europe,256746
Europe,259784
Europe,262867
Europe,265945
Europe,268852
Europe,271420
Europe,273634
Europe,273634
Europe,277864
Europe,280643
Europe,283458
Europe,285943
Europe,288063
Europe,290110
Europe,293040
Europe,295686
Europe,298235
Europe,300435
Europe,302739
Europe,304503
Europe,306219
Europe,308917
Europe,311239
Europe,313406
Europe,313406
Europe,315341
Europe,318773
Europe,320160
Europe,322516
Europe,324502
Europe,326611
Europe,328657
Europe,329674
Europe,331508
Europe,3
Europe,3
Europe,5
Europe,8
Europe,12
Europe,18
Europe,19
Europe,31
Europe,31
Europe,41
Europe,91
Europe,94
Europe,141
Europe,189
Europe,253
Europe,298
Europe,396
Europe,464
Europe,694
Europe,833
Europe,995
Europe,1120
Europe,1236
Europe,1394
Europe,1654
Europe,1925
Europe,2279
Europe,2631
Europe,2817
Europe,3001
Europe,3308
Europe,3508
Europe,3858
Europe,4091
Europe,4472
Europe,4587
Europe,4822
Europe,5017
Europe,5312
Europe,5569
Europe,5732
Europe,5831
Europe,5991
Europe,6059
Europe,6111
Europe,6216
Europe,6433
Europe,6549
Europe,6606
Europe,6746
Europe,6900
Europe,7033
Europe,7132
Europe,7187
Europe,7273
Europe,7352
Europe,7404
Europe,7445
Europe,7504
Europe,7579
Europe,7682
Europe,7737
Europe,7755
Europe,7781
Europe,7819
Europe,7896
Europe,7974
Europe,8031
Europe,8077
Europe,8095
Europe,8123
Europe,8176
Europe,8221
Europe,8269
Europe,8351
Europe,8406
Europe,8455
Europe,8475
Europe,8586
Europe,8647
Europe,8721
Europe,8754
Europe,8813
Europe,8890
Europe,8955
Europe,9002
Europe,9050
Europe,9086
Europe,9140
Europe,9196
Europe,9230
Europe,9268
Europe,9302
Europe,9364
Europe,9438
Europe,9494
Europe,9529
Europe,9567
Europe,9628
Europe,9697
Europe,9751
Europe,9824
Europe,9855
Europe,9938
Europe,9991
Europe,10024
Europe,10064
Europe,10111
Europe,10162
Europe,10280
Europe,10406
Europe,10448
Europe,10498
Europe,10523
Europe,10650
Europe,10777
Europe,10870
Europe,11038
Europe,11298
Europe,11603
Europe,11805
Europe,11954
Europe,12046
Europe,12178
Europe,12319
Europe,12440
Europe,12515
Europe,12566
Europe,12685
Europe,12814
Europe,12919
Europe,13001
Europe,13115
Europe,13174
Europe,13238
Europe,13341
Europe,13475
Europe,13612
Europe,13742
Europe,13855
Europe,13945
Europe,14098
Europe,14324
Europe,14570
Europe,14800
Europe,15081
Europe,15212
Europe,15324
Europe,15516
Europe,15799
Europe,16093
Europe,16371
Europe,16574
Europe,16699
Europe,16800
Europe,17008
Europe,17286
Europe,17529
Europe,17731
Europe,18060
Europe,18235
Europe,18353
Europe,18494
Europe,18783
Europe,19075
Europe,19401
Europe,19693
Europe,19891
Europe,20012
Europe,20202
Europe,20483
Europe,20798
Europe,21045
Europe,21551
Europe,21790
Europe,21923
Europe,22181
Europe,22548
Europe,22951
Europe,23169
Europe,23777
Europe,24094
Europe,24367
Europe,24618
Europe,25117
Europe,25773
Europe,26452
Europe,27249
Europe,27752
Europe,28156
Europe,28716
Europe,29877
Europe,31036
Europe,32413
Europe,33860
Europe,35401
Europe,36188
Europe,37222
Europe,38896
Europe,41032
Europe,44155
Europe,46262
Europe,48306
Europe,49290
Europe,50764
Europe,53158
Europe,55464
Europe,58374
Europe,61318
Europe,63294
Europe,64597
Europe,65883
Europe,67843
Europe,70763
Europe,74255
Europe,78051
Europe,80605
Europe,82446
Europe,85566
Europe,90022
Europe,95360
Europe,100757
Europe,109374
Europe,114005
Europe,117110
Europe,121421
Europe,129747
Europe,139290
Europe,149010
Europe,160112
Europe,168827
Europe,173885
Europe,181962
Europe,193946
Europe,208915
Europe,223065
Europe,238323
Europe,250797
Europe,258097
Europe,268370
Europe,284033
Europe,297013
Europe,310068
Europe,323673
Europe,335102
Europe,341644
Europe,350896
Europe,362985
Europe,378716
Europe,391945
Europe,403497
Europe,411220
Europe,414828
Europe,417181
Europe,429880
Europe,438805
Europe,446675
Europe,454030
Europe,458229
Europe,460116
Europe,465523
Europe,469769
Europe,475284
Europe,481755
Europe,487563
Europe,490750
Europe,492263
Europe,496638
Europe,502534
Europe,505215
Europe,511520
Europe,515984
Europe,518649
Europe,519723
Europe,523298
Europe,528474
Europe,533042
Europe,537663
Europe,542406
Europe,544179
Europe,546833
Europe,546833
Europe,551070
Europe,556927
Europe,563333
Europe,569205
Europe,575422
Europe,579079
Europe,581079
Europe,586251
Europe,594148
Europe,602404
Europe,610006
Europe,618836
Europe,624140
Europe,627523
Europe,635414
Europe,646312
Europe,660461
Europe,664863
Europe,667569
Europe,670599
Europe,674340
Europe,685202
Europe,701622
Europe,718661
Europe,732022
Europe,735469
Europe,740481
Europe,746714
Europe,759635
Europe,776967
Europe,794740
Europe,809601
Europe,822716
Europe,831165
Europe,835454
Europe,844799
Europe,855600
Europe,866522
Europe,874605
Europe,883906
Europe,889159
Europe,891852
Europe,899503
Europe,909131
Europe,917359
Europe,924847
Europe,933361
Europe,937617
Europe,940004
Europe,946946
Europe,956155
Europe,964660
Europe,972642
Europe,980714
Europe,984774
Europe,987329
Europe,994514
Europe,1003657
Europe,1013352
Europe,1021477
Europe,1030112
Europe,1034975
Europe,1037405
Europe,1045132
Europe,1055415
Europe,1064952
Europe,1073966
Europe,1082849
Europe,1088009
Europe,1090860
Europe,1099654
Europe,1112322
Europe,1123252
Europe,1134957
Europe,1146321
Europe,1153159
Europe,1157180
Europe,1168491
Europe,1184352
Europe,1198168
Europe,1212780
Europe,1227595
Europe,1235480
Europe,1240051
Europe,1252242
Europe,1269058
Europe,1284288
Europe,1299002
Europe,1312164
Europe,1321331
Europe,1325291
Europe,1335815
Europe,1351195
Europe,1365724
Europe,1376998
Europe,1392108
Europe,1399078
Europe,1402420
Europe,1412962
Europe,1426991
Europe,1439019
Europe,1449696
Europe,1459406
Europe,1469547
Europe,1467333
Europe,1475538
Europe,1486510
Europe,1495361
Europe,1503307
Europe,1511021
Europe,1515029
Europe,1516772
Europe,1523668
Europe,1532332
Europe,1539617
Europe,1545865
Europe,1549734
Europe,1551896
Europe,1553820
Europe,1555245
Europe,1560777
Europe,1567848
Europe,1573153
Europe,1577972
Europe,1580189
Europe,1581184
Europe,1585037
Europe,1590124
Europe,1593847
Europe,1597103
Europe,1600341
Europe,1601881
Europe,1602711
Europe,1606030
Europe,1609861
Europe,1612832
Europe,1615461
Europe,1618068
Europe,1619383
Europe,1620206
Europe,1622777
Europe,1626033
Europe,1628536
Europe,1630758
Europe,1632932
Europe,1634114
Europe,1634619
Europe,1636836
Europe,1639248
Europe,1641120
Europe,1642696
Europe,1644335
Europe,1645061
Europe,1645448
Europe,1646981
Europe,1648667
Europe,1649947
Europe,1651178
Europe,1652238
Europe,1652840
Europe,1653099
Europe,1654219
Europe,1655414
Europe,1656202
Europe,1656874
Europe,1657558
Europe,1657893
Europe,1658092
Europe,1658778
Europe,1659433
Europe,1659980
Europe,1660481
Europe,1660935
Europe,1661159
Europe,1661272
Europe,1661780
Europe,1662256
Europe,1662608
Europe,1663040
Europe,1663363
Europe,1663517
Europe,1663607
Europe,1663998
Europe,1664382
Europe,1664649
Europe,1664839
Europe,1665022
Europe,1665097
Europe,1665138
Europe,1665327
Europe,1665526
Europe,1665660
Europe,1665818
Europe,1665961
Europe,1666025
Europe,1666082
Europe,1666192
Europe,1666325
Europe,1666521
Europe,1666686
Europe,1666821
Europe,1666890
Europe,1666947
Europe,1667115
Europe,1667287
Europe,1667435
Europe,1667608
Europe,1667796
Europe,1667935
Europe,1668040
Europe,1668170
Europe,1668277
Europe,1668619
Europe,1668891
Europe,1669182
Europe,1669351
Europe,1669496
Europe,1669745
Europe,1670073
Europe,1670348
Europe,1670583
Europe,1670823
Europe,1671027
Europe,1671145
Europe,1671372
Europe,1671685
Europe,1671933
Europe,1672140
Europe,1672340
Europe,1672409
Europe,1672547
Europe,1672764
Europe,1673017
Europe,1673219
Europe,1673429
Europe,1673576
Europe,1673694
Europe,1673769
Europe,1673926
Europe,1674183
Europe,1674410
Europe,1674577
Europe,1674726
Europe,1674906
Europe,1675010
Europe,1675179
Europe,1675450
Europe,1675675
Europe,1675868
Europe,1676080
Europe,1676222
Europe,1676297
Europe,1676518
Europe,1676817
Europe,1677029
Europe,1677204
Europe,1677378
Europe,1677512
Europe,1677619
Europe,1677829
Europe,1678083
Europe,1678331
Europe,1678544
Europe,1678731
Europe,1678862
Europe,1678944
Europe,1679189
Europe,1679476
Europe,1679738
Europe,1680046
Europe,1680354
Europe,1680559
Europe,1680697
Europe,1681091
Europe,1681681
Europe,1682054
Europe,1682475
Europe,1682926
Europe,1683179
Europe,1683315
Europe,1683802
Europe,1684357
Europe,1684881
Europe,1685435
Europe,1685878
Europe,1686182
Europe,1686364
Europe,1686851
Europe,1687448
Europe,1687973
Europe,1688457
Europe,1688953
Europe,1689364
Europe,1689620
Europe,1690288
Europe,1690758
Europe,1691489
Europe,1692412
Europe,1693234
Europe,1693790
Europe,1694107
Europe,1694910
Europe,1696016
Europe,1697064
Europe,1698061
Europe,1699074
Europe,1699743
Europe,1700078
Europe,1704003
Europe,1705532
Europe,1704436
Europe,1705971
Europe,1707756
Europe,1708925
Europe,1709716
Europe,1712246
Europe,1715515
Europe,1718808
Europe,1722446
Europe,1726690
Europe,1729458
Europe,1731287
Europe,1735552
Europe,1741859
Europe,1747701
Europe,1752086
Europe,1757821
Europe,1762902
Europe,1765654
Europe,1773291
Europe,1783227
Europe,1792707
Europe,1801154
Europe,1810395
Europe,1816161
Europe,1819158
Europe,1828440
Europe,1843019
Europe,1856555
Europe,1866969
Europe,1881206
Europe,1890405
Europe,1896075
Europe,1907629
Europe,1930214
Europe,1944400
Europe,1957816
Europe,1980849
Europe,1995291
Europe,2018069
Europe,2019030
Europe,2044018
Europe,2062064
Europe,2089857
Europe,2110274
Europe,2132380
Europe,2133098
Europe,2150042
Europe,2172084
Europe,2193289
Europe,2211972
Europe,2229715
Europe,2240721
Europe,2247067
Europe,2262666
Europe,2282212
Europe,2298441
Europe,2312736
Europe,2325181
Europe,2334289
Europe,2338402
Europe,2350338
Europe,2367076
Europe,2378728
Europe,2388253
Europe,2397246
Europe,2403248
Europe,2406989
Europe,2406989
Europe,2406989
Europe,2406989
Europe,2406989
Europe,2444648
Europe,2445741
Europe,2447758
Europe,2454645
Europe,2463780
Europe,2469951
Europe,2475729
Europe,2480736
Europe,2481832
Europe,2483762
Europe,2493145
Europe,2503374
Europe,2510796
Europe,2517475
Europe,2524171
Europe,2528146
Europe,2530917
Europe,2538298
Europe,2562235
Europe,2562235
Europe,2573945
Europe,2587147
Europe,2596439
Europe,2603766
Europe,2624121
Europe,2652685
Europe,2678767
Europe,2705754
Europe,2732453
Europe,2750865
Europe,2763800
Europe,2794245
Europe,2833961
Europe,2888827
Europe,2923680
Europe,2971107
Europe,2989436
Europe,3013454
Europe,3043084
Europe,3100462
Europe,3143912
Europe,3181709
Europe,3210488
Europe,3234571
Europe,3243698
Europe,3273375
Europe,3311152
Europe,3340318
Europe,3363053
Europe,3385250
Europe,3396250
Europe,3403469
Europe,3451318
Europe,3451318
Europe,3468364
Europe,3483932
Europe,3497820
Europe,3506076
Europe,3523869
Europe,3523869
Europe,3538222
Europe,3549479
Europe,3559560
Europe,3568717
Europe,3574328
Europe,3574328
Europe,3587871
Europe,3599534
Europe,3608535
Europe,3616640
Europe,3624937
Africa,1
Africa,1
Africa,2
Africa,2
Africa,2
Africa,2
Africa,3
Africa,4
Africa,14
Africa,18
Africa,23
Africa,30
Africa,36
Africa,45
Africa,48
Africa,51
Africa,51
Africa,65
Africa,65
Africa,81
Africa,98
Africa,109
Africa,134
Africa,134
Africa,154
Africa,154
Africa,161
Africa,180
Africa,180
Africa,180
Africa,215
Africa,223
Africa,234
Africa,235
Africa,241
Africa,254
Africa,267
Africa,287
Africa,307
Africa,327
Africa,332
Africa,350
Africa,359
Africa,377
Africa,394
Africa,416
Africa,442
Africa,459
Africa,471
Africa,491
Africa,572
Africa,604
Africa,674
Africa,674
Africa,682
Africa,705
Africa,797
Africa,863
Africa,937
Africa,937
Africa,991
Africa,1024
Africa,1102
Africa,1169
Africa,1242
Africa,1298
Africa,1455
Africa,1455
Africa,1538
Africa,1629
Africa,1731
Africa,1835
Africa,1945
Africa,2025
Africa,2141
Africa,2297
Africa,2403
Africa,2546
Africa,2660
Africa,2833
Africa,2966
Africa,3070
Africa,3195
Africa,3326
Africa,3495
Africa,3644
Africa,3764
Africa,3878
Africa,4016
Africa,4106
Africa,4259
Africa,4390
Africa,4515
Africa,4637
Africa,4724
Africa,4778
Africa,4837
Africa,4974
Africa,5100
Africa,5283
Africa,5477
Africa,5672
Africa,5826
Africa,5924
Africa,6027
Africa,6213
Africa,6411
Africa,6552
Africa,6690
Africa,6827
Africa,6939
Africa,7039
Africa,7122
Africa,7189
Africa,7311
Africa,7379
Africa,7411
Africa,7432
Africa,7432
Africa,7432
Africa,7846
Africa,7905
Africa,7971
Africa,8033
Africa,8075
Africa,8135
Africa,8163
Africa,8199
Africa,8249
Africa,8324
Africa,8403
Africa,8443
Africa,8534
Africa,8626
Africa,8720
Africa,8767
Africa,8801
Africa,8831
Africa,8844
Africa,8873
Africa,8931
Africa,9010
Africa,9070
Africa,9084
Africa,9115
Africa,9133
Africa,9178
Africa,9253
Africa,9309
Africa,9355
Africa,9436
Africa,9454
Africa,9489
Africa,9499
Africa,9538
Africa,9589
Africa,9605
Africa,9638
